age,gender,marital_status,education_level,annual_income,employment_status,debt_to_income_ratio,credit_score,loan_amount,loan_purpose,loan_term,num_of_open_accounts,total_credit_limit,delinquency_history,loan_paid_back
61,Female,Married,Bachelor's,27922.24,Employed,0.122,629,17766.88,Vacation,36,4,22777.99,0,1
26,Other,Single,Bachelor's,41619.12,Unemployed,0.369,634,16645.43,Debt consolidation,36,4,55449.11,4,0
72,Female,Married,Bachelor's,18079.04,Student,0.156,666,16404.67,Debt consolidation,36,6,21060.78,2,0
46,Male,Married,Master's,32695.43,Employed,0.187,701,18163.5,Business,36,4,26928.95,3,1
59,Female,Single,High School,77526.98,Employed,0.272,697,22049.39,Vacation,36,5,71267.62,6,1
61,Male,Married,Bachelor's,69273.83,Self-employed,0.278,826,12247.94,Debt consolidation,36,6,108270.65,2,1
57,Male,Married,Bachelor's,50781.82,Employed,0.299,624,19377.45,Other,60,6,70404.78,1,0
34,Female,Single,Bachelor's,159005.47,Employed,0.243,677,20513.67,Home,36,6,209830.72,1,1
57,Female,Married,Bachelor's,61197.65,Employed,0.038,679,7648.97,Other,36,8,45681.01,0,1
28,Female,Married,Master's,27729.62,Employed,0.152,564,10620.06,Home,36,2,18098.97,3,1
59,Male,Single,Bachelor's,43883.13,Employed,0.074,850,15449.08,Education,60,6,40600.7,3,1
33,Female,Single,PhD,40604.13,Employed,0.109,831,28372.76,Debt consolidation,36,4,43399.89,1,1
33,Male,Single,High School,24532.15,Employed,0.186,692,500,Debt consolidation,60,9,32445.29,2,0
60,Female,Divorced,High School,37375.59,Employed,0.169,602,22109.78,Business,36,7,28685.65,1,1
63,Female,Single,High School,39911.98,Employed,0.052,706,22537.34,Debt consolidation,36,6,59221.24,2,1
48,Male,Single,Bachelor's,65829.9,Employed,0.038,596,21445.49,Car,36,4,68577.84,0,0
38,Male,Single,High School,78390.49,Unemployed,0.094,537,29500.48,Business,60,8,89487.85,5,0
39,Male,Single,High School,17053.14,Employed,0.088,664,24394.5,Car,36,5,26534.09,1,1
58,Female,Single,Bachelor's,47298.21,Employed,0.103,689,32046.37,Education,60,5,69890.73,0,1
52,Female,Married,Bachelor's,42523.49,Employed,0.086,672,500,Debt consolidation,60,5,41289.91,4,1
42,Female,Single,Bachelor's,73332.08,Employed,0.145,616,16954.45,Debt consolidation,36,3,64859.05,2,1
22,Male,Married,Bachelor's,25499.8,Employed,0.052,709,13560.48,Other,36,5,33980.4,0,1
33,Female,Married,Other,30398.75,Employed,0.122,650,21803.88,Business,60,4,34251.07,2,0
43,Male,Married,Master's,42711.82,Student,0.183,740,19679.37,Business,36,3,65938.76,0,1
45,Female,Married,High School,43621.41,Employed,0.17,714,6936.13,Home,60,3,37013.91,4,1
48,Male,Married,Master's,55779.29,Employed,0.109,832,23789.95,Debt consolidation,36,6,65911.68,2,1
31,Female,Married,Bachelor's,69990.1,Employed,0.167,664,33359.58,Debt consolidation,36,8,74797.62,2,1
53,Female,Single,High School,31937.43,Employed,0.124,677,15155.61,Home,36,4,21004.85,2,1
44,Male,Single,High School,21218.81,Employed,0.11,718,19787.55,Debt consolidation,36,4,17577.11,3,1
22,Female,Single,Master's,20613.05,Unemployed,0.097,721,7095.04,Debt consolidation,36,5,30771.79,0,1
50,Female,Single,Bachelor's,83472.47,Self-employed,0.246,713,25513.19,Debt consolidation,36,8,123754.31,1,1
37,Male,Married,Bachelor's,20120.07,Employed,0.207,688,16469.98,Car,60,7,21456.49,1,1
60,Male,Single,Bachelor's,66133.39,Employed,0.192,707,15454.48,Business,36,6,39886.04,1,1
54,Female,Single,Other,10352.57,Self-employed,0.063,600,26379.43,Home,36,5,15117.54,2,1
58,Female,Divorced,Master's,52871.65,Employed,0.318,732,21996.28,Home,36,7,55799.33,2,1
42,Female,Married,Other,34019.5,Employed,0.115,781,8104.42,Education,36,4,27044.25,2,1
25,Female,Married,High School,58562.58,Self-employed,0.031,741,9971.28,Other,36,5,46798.04,0,1
68,Male,Single,Bachelor's,31568.91,Employed,0.049,773,24660.35,Debt consolidation,60,4,49050.93,1,1
60,Male,Married,Bachelor's,33946.72,Employed,0.216,605,17777.72,Debt consolidation,36,6,32218.22,5,1
71,Male,Single,High School,41094.29,Employed,0.17,693,7029.45,Debt consolidation,36,6,50696.5,3,1
36,Female,Married,Bachelor's,18484.98,Self-employed,0.094,676,9314.99,Debt consolidation,36,5,30271.72,2,1
33,Female,Married,High School,39598.54,Retired,0.172,617,13287.25,Car,60,5,44816.23,4,1
46,Male,Single,Other,37733.87,Employed,0.252,671,6459.17,Debt consolidation,36,6,30222.77,2,1
51,Female,Divorced,Bachelor's,98590.75,Employed,0.176,704,17493.87,Medical,60,5,66782.55,1,1
72,Female,Single,Bachelor's,61996.67,Student,0.226,767,27270.33,Debt consolidation,60,3,61971.03,3,1
59,Male,Married,Bachelor's,58715.63,Employed,0.368,743,16803.51,Other,36,6,55515.67,7,0
68,Female,Married,Bachelor's,41899.24,Employed,0.212,623,19225.61,Debt consolidation,36,5,38817.32,2,1
43,Female,Married,Bachelor's,59842.61,Unemployed,0.068,731,16290.4,Home,36,3,82148.98,3,1
68,Male,Widowed,Other,13961.08,Employed,0.38,495,4881.61,Education,60,1,8280.81,5,0
32,Female,Married,Master's,62703.79,Employed,0.181,709,23791.77,Education,36,6,68183.35,3,0
34,Male,Married,Bachelor's,22396.06,Employed,0.25,740,22876.81,Other,36,2,23062.47,3,1
38,Male,Single,Bachelor's,16949.88,Employed,0.032,653,3166.5,Debt consolidation,36,4,14430.31,3,1
47,Male,Married,Master's,33889.98,Employed,0.064,711,6079.04,Car,60,5,40417.93,2,1
48,Female,Married,High School,51140.75,Employed,0.164,613,26278.18,Debt consolidation,36,4,74368.19,2,1
38,Male,Divorced,Master's,184916.92,Employed,0.168,664,32335.01,Debt consolidation,60,7,135177.08,2,1
36,Female,Divorced,Master's,10782.66,Unemployed,0.102,667,20997.25,Car,36,4,18003.23,3,0
72,Female,Single,Master's,25538.88,Employed,0.035,658,15357.51,Car,36,7,41851.43,1,1
36,Female,Married,High School,39305.82,Retired,0.303,834,13599.71,Debt consolidation,60,2,47326.07,1,1
33,Female,Divorced,High School,25847.09,Employed,0.321,762,8324.25,Debt consolidation,36,5,33160.05,0,1
49,Male,Married,High School,171948.68,Employed,0.396,816,11264.57,Other,36,5,117520.41,2,0
29,Female,Married,High School,49729.83,Employed,0.084,724,8355.54,Home,60,2,36555.97,0,1
46,Male,Single,Other,32341.86,Employed,0.336,654,14380.03,Other,60,3,39073.64,2,0
48,Female,Single,Master's,17208.52,Employed,0.2,704,25778.04,Debt consolidation,36,6,27050.29,1,1
61,Female,Married,High School,25276.23,Employed,0.207,720,13274.31,Education,36,4,33038.55,2,1
33,Female,Married,Bachelor's,56331.8,Employed,0.317,699,18730.23,Debt consolidation,36,4,50876.64,2,1
56,Male,Single,High School,25440.92,Employed,0.286,668,18949.3,Business,60,3,29445.75,3,1
29,Female,Single,High School,54967.02,Unemployed,0.046,668,3301.58,Debt consolidation,36,6,84181.93,0,0
67,Male,Married,High School,50306.91,Employed,0.013,720,38209.57,Home,36,7,70626.95,2,1
34,Male,Divorced,Bachelor's,45110.81,Employed,0.321,530,7878.99,Debt consolidation,36,6,62746.9,1,1
71,Male,Married,High School,51445.44,Employed,0.133,619,39412.1,Debt consolidation,36,6,42526.55,1,1
32,Male,Divorced,Bachelor's,57661.96,Employed,0.208,676,2725.91,Debt consolidation,60,9,92195.18,4,1
73,Female,Single,Master's,34432.69,Employed,0.037,796,10944.88,Home,36,2,35409.97,1,1
52,Female,Married,High School,31423.95,Employed,0.36,804,2965.57,Home,36,4,44379.3,1,1
58,Male,Married,Bachelor's,33843.31,Unemployed,0.116,704,16190.13,Debt consolidation,60,8,41806.31,2,0
23,Female,Divorced,PhD,15646.65,Employed,0.104,608,5593.68,Other,60,3,25310.3,4,1
74,Male,Married,High School,76682.25,Self-employed,0.144,763,8626.32,Debt consolidation,36,6,78401.17,2,1
72,Female,Single,Master's,14407.33,Employed,0.229,686,13091.73,Car,60,5,20350.97,0,1
36,Female,Divorced,Bachelor's,11857.89,Employed,0.252,728,4734.29,Debt consolidation,60,9,21038.08,1,1
40,Female,Married,Bachelor's,105260.24,Employed,0.119,849,2407.5,Debt consolidation,60,3,93964.45,1,1
52,Male,Single,High School,66879.01,Employed,0.127,850,16257.78,Other,36,7,48359.05,2,1
43,Female,Single,Bachelor's,33629.68,Employed,0.181,652,9703.39,Debt consolidation,60,2,45584.92,3,0
37,Male,Single,Master's,89412.14,Employed,0.044,658,29772.05,Debt consolidation,36,3,75862.82,0,1
36,Female,Married,High School,27201.08,Employed,0.256,703,11332.62,Debt consolidation,36,1,37663.72,2,1
58,Female,Married,Bachelor's,69658.06,Employed,0.269,749,10471.04,Debt consolidation,36,7,106494.99,1,1
28,Female,Married,Bachelor's,30327.9,Employed,0.067,678,28128.98,Car,60,4,37599.64,2,1
39,Male,Single,Bachelor's,50466.16,Self-employed,0.357,723,22725.31,Medical,36,3,44940.99,4,1
50,Female,Single,High School,37415.39,Self-employed,0.137,631,21648,Debt consolidation,60,5,38141.13,2,1
54,Female,Single,Bachelor's,14145.21,Self-employed,0.217,711,19131.38,Debt consolidation,60,9,17775.32,3,1
34,Female,Married,High School,24437.03,Employed,0.229,755,5102.06,Debt consolidation,60,6,19218.99,4,1
42,Female,Widowed,Bachelor's,28916.94,Employed,0.01,696,8976.64,Other,36,3,33530.41,0,1
64,Female,Married,Bachelor's,42543.13,Self-employed,0.224,719,7841.01,Car,36,2,59891.19,2,1
37,Female,Single,Bachelor's,36894.12,Student,0.128,570,11278.22,Debt consolidation,60,6,51670.26,1,0
35,Male,Married,Bachelor's,12895.71,Unemployed,0.104,661,500,Debt consolidation,36,2,16643.11,2,0
70,Female,Married,Master's,22169.52,Employed,0.039,575,10652.6,Debt consolidation,36,5,18908.78,4,1
68,Male,Single,Other,77971.04,Employed,0.281,702,29872.31,Debt consolidation,60,8,68410.79,0,1
52,Female,Widowed,High School,30426.79,Retired,0.167,747,21104.63,Debt consolidation,36,3,39110.77,0,1
33,Female,Single,Bachelor's,15795.13,Employed,0.361,675,12592.98,Medical,36,8,31095.45,3,1
41,Male,Married,Bachelor's,67129.56,Employed,0.295,721,20654.79,Car,36,6,98024.07,3,1
69,Female,Married,Master's,32057.88,Employed,0.176,737,22359.35,Home,36,7,31242.52,3,1
60,Female,Single,PhD,62444.96,Employed,0.165,645,8304.14,Other,36,5,95520.66,3,1
53,Female,Single,Master's,23911.65,Employed,0.051,623,20820.21,Other,36,3,24850.15,1,1
47,Male,Single,Bachelor's,22203.45,Employed,0.159,656,500,Debt consolidation,36,5,30486.46,3,1
55,Male,Single,High School,21312.3,Employed,0.183,528,14589.68,Medical,36,5,28249.22,2,1
36,Female,Single,High School,39138.58,Unemployed,0.135,648,26154.43,Education,36,9,63616.8,4,0
48,Male,Divorced,Bachelor's,123087.9,Unemployed,0.159,699,24278.2,Education,36,5,160784.01,1,0
54,Female,Married,High School,28193.86,Self-employed,0.184,759,23285.81,Debt consolidation,36,6,42865.73,2,1
67,Male,Married,High School,40969.66,Self-employed,0.242,622,10127.35,Business,36,4,45528.34,1,1
21,Male,Married,PhD,125019.22,Employed,0.068,714,24012.31,Other,36,3,165745.68,1,1
61,Female,Married,Other,37424.19,Employed,0.071,635,15128.44,Debt consolidation,36,2,55714.08,2,1
68,Male,Single,High School,18998.75,Employed,0.121,562,543.01,Car,36,3,13037.64,3,1
51,Other,Married,Master's,34733.26,Unemployed,0.257,708,28538.09,Car,36,3,32655.15,2,0
56,Female,Single,Other,42164.95,Self-employed,0.357,655,8358.87,Debt consolidation,36,4,41425.33,4,0
64,Female,Single,Bachelor's,19509.7,Employed,0.031,772,10469.04,Home,36,2,17259.31,1,1
53,Male,Married,Bachelor's,27898.89,Employed,0.321,788,23130.47,Business,36,4,25767.41,1,1
53,Female,Married,PhD,22510.65,Employed,0.443,672,20817.54,Debt consolidation,60,3,25434.91,3,1
59,Male,Single,High School,126500.46,Employed,0.194,689,32403.27,Debt consolidation,36,4,84684.61,5,1
38,Female,Single,Master's,16536.93,Self-employed,0.093,583,13692.67,Medical,60,7,31580.38,1,0
43,Male,Single,High School,25066.99,Employed,0.194,657,31150.7,Home,60,6,41712.85,3,1
43,Male,Married,Bachelor's,14499.18,Employed,0.321,733,11395.74,Debt consolidation,36,4,11694.04,0,1
35,Female,Widowed,Bachelor's,22861.28,Self-employed,0.049,655,21104.61,Debt consolidation,36,2,33604.89,4,1
46,Female,Married,Bachelor's,31200.38,Self-employed,0.122,685,6103.41,Business,60,8,27936.65,1,1
50,Male,Married,Master's,52877.82,Employed,0.177,719,4655.17,Debt consolidation,36,8,77430.5,1,1
45,Female,Married,High School,58155.79,Employed,0.28,770,18190.77,Car,36,5,47320.1,3,1
65,Female,Single,Bachelor's,27066.06,Employed,0.282,581,7753.41,Business,36,6,35038.4,4,1
36,Male,Married,PhD,46019.86,Self-employed,0.133,753,7129.65,Debt consolidation,36,8,42675.05,1,1
59,Male,Single,PhD,10534.3,Employed,0.134,744,6685.14,Debt consolidation,60,7,20744.16,2,1
68,Male,Single,PhD,41271.55,Employed,0.123,689,25241.37,Home,36,8,35060.75,4,1
65,Male,Married,Bachelor's,26167.35,Employed,0.326,658,16448.13,Vacation,36,7,30807.89,0,1
34,Male,Divorced,Master's,32391.3,Employed,0.222,567,11446.86,Medical,36,6,36131.01,2,1
37,Male,Married,Bachelor's,69468.33,Employed,0.164,692,2741.63,Education,36,7,91648,2,1
32,Female,Divorced,Bachelor's,30706.05,Employed,0.364,582,19342.59,Debt consolidation,36,0,43199.49,1,1
49,Male,Married,High School,54200.21,Self-employed,0.012,692,14774.76,Debt consolidation,36,6,85419.2,2,1
52,Female,Single,High School,11556.71,Retired,0.201,775,13688.77,Other,36,11,21312.63,2,1
44,Other,Married,High School,39932.91,Employed,0.095,645,16712.93,Education,36,4,32367.65,2,0
72,Female,Married,Bachelor's,99414.48,Self-employed,0.335,756,15081.92,Medical,36,4,89080.81,2,1
33,Female,Married,Bachelor's,28695.12,Employed,0.268,635,12433.32,Other,60,4,23831.87,3,1
40,Male,Married,High School,18872.04,Self-employed,0.32,702,11735.95,Debt consolidation,60,7,24832.77,2,1
35,Male,Married,High School,57320.27,Employed,0.262,693,857.29,Debt consolidation,36,6,84933.41,1,1
73,Female,Married,Bachelor's,55364.82,Employed,0.17,723,500,Debt consolidation,36,4,55440.33,1,1
24,Male,Single,PhD,49236.84,Unemployed,0.061,788,11833.23,Medical,36,7,59394.13,1,1
74,Male,Single,Bachelor's,10732.38,Employed,0.149,602,10664.12,Debt consolidation,36,8,16006.85,4,1
54,Female,Single,Bachelor's,24378.62,Employed,0.228,747,6810.28,Debt consolidation,36,4,25182.52,2,1
48,Male,Single,High School,22721.53,Employed,0.088,752,8263.93,Business,36,4,25275.28,0,1
70,Female,Married,Bachelor's,32269.42,Employed,0.21,781,8837.54,Debt consolidation,60,5,49244.85,1,1
22,Female,Married,Bachelor's,18474.15,Self-employed,0.216,684,4367.62,Car,60,10,33262.83,2,1
67,Female,Single,High School,52925.56,Employed,0.072,591,20097.37,Home,60,4,54385.25,1,1
50,Female,Married,Other,45179.99,Unemployed,0.258,647,13381.05,Vacation,60,3,41000.64,5,0
46,Male,Single,PhD,124752.89,Student,0.034,699,13706.66,Education,36,4,123159.34,5,1
71,Female,Married,Other,52199.55,Employed,0.043,785,19233.82,Debt consolidation,36,7,49008.5,1,1
67,Male,Married,Bachelor's,22048.69,Employed,0.225,801,500,Other,60,12,24765.63,1,1
46,Female,Single,Master's,24574.61,Employed,0.019,749,26984.73,Medical,60,7,26762.59,0,1
40,Male,Divorced,Bachelor's,73531.63,Self-employed,0.136,744,11676.99,Medical,36,3,94269.11,2,1
62,Female,Divorced,Master's,10415.08,Employed,0.098,683,14852.87,Education,36,6,11717.64,2,1
48,Female,Single,Other,17769.04,Employed,0.179,672,500,Business,36,6,20361.49,1,1
40,Male,Married,High School,49556.1,Employed,0.208,605,10636.17,Other,36,2,53617.77,2,1
31,Male,Single,High School,55848.33,Retired,0.283,823,21777.37,Other,60,8,55005.27,3,1
30,Male,Single,High School,34683.26,Retired,0.071,686,14154.58,Other,36,8,39522.71,2,1
43,Male,Divorced,Master's,29816.45,Employed,0.117,635,13298.51,Debt consolidation,36,3,21168.87,3,0
57,Male,Married,Bachelor's,26708.95,Retired,0.366,674,5185.39,Other,36,8,46033.5,4,1
61,Female,Single,Bachelor's,23772.1,Unemployed,0.225,593,16130.39,Business,36,10,34477.06,1,0
72,Male,Married,Master's,31889.09,Self-employed,0.044,701,14080.1,Education,36,7,25675.19,3,1
39,Female,Married,Master's,109109.9,Employed,0.211,652,20525.87,Car,60,6,111007.13,1,1
65,Female,Married,Other,8465.72,Employed,0.359,639,20625.62,Car,36,6,17002.76,4,1
38,Male,Single,High School,19987.67,Employed,0.105,650,24113.2,Car,36,6,28995.46,1,1
69,Male,Married,Bachelor's,101746.74,Employed,0.402,575,14232.22,Debt consolidation,60,7,77231,3,0
47,Female,Married,Other,64529.57,Unemployed,0.071,700,23388.03,Business,36,5,60709.32,4,1
26,Female,Married,Bachelor's,16002.49,Employed,0.181,683,11909.81,Medical,36,5,28473.3,1,1
30,Male,Married,Bachelor's,32243.63,Self-employed,0.135,696,13050.59,Education,36,4,37021.13,2,1
22,Male,Single,Other,58246.26,Self-employed,0.433,734,20060.34,Debt consolidation,36,7,44903.21,5,0
44,Male,Single,Master's,67640.02,Employed,0.197,780,27058.26,Debt consolidation,60,8,104054.95,1,1
58,Male,Married,Bachelor's,20128.96,Employed,0.258,556,13637.02,Business,36,2,15798.35,4,1
48,Male,Married,Bachelor's,23732.17,Employed,0.149,685,17708.6,Debt consolidation,36,2,15311.18,3,1
48,Female,Married,PhD,19858.05,Employed,0.292,615,11022.62,Other,36,6,30685.02,3,1
73,Female,Married,High School,31076.4,Unemployed,0.045,650,12805.66,Debt consolidation,36,2,29391.32,4,0
65,Male,Married,Bachelor's,47806.1,Unemployed,0.144,779,27126.78,Debt consolidation,36,5,68671.08,2,1
70,Female,Married,Other,77123.1,Retired,0.038,751,13314.6,Debt consolidation,36,9,62767.1,1,1
59,Male,Married,Bachelor's,15774.49,Unemployed,0.28,741,22367.12,Other,60,2,15430.73,3,0
22,Female,Single,Bachelor's,66629.71,Employed,0.035,560,500,Car,36,4,73813.54,2,0
66,Female,Single,Bachelor's,40515.6,Employed,0.424,722,16951.71,Debt consolidation,36,5,31523.19,3,0
25,Female,Single,Bachelor's,31412.42,Employed,0.193,811,2135.7,Other,36,7,32686.84,2,1
70,Male,Single,Bachelor's,156192.45,Employed,0.189,588,18477.23,Car,60,2,202472.08,1,1
31,Male,Single,Master's,100644.32,Self-employed,0.292,722,3597.72,Business,60,2,128535.78,5,1
30,Female,Married,Bachelor's,12197.24,Unemployed,0.197,597,14213.74,Debt consolidation,60,4,15343.99,2,0
63,Male,Single,Bachelor's,102124.29,Self-employed,0.064,686,11767.7,Business,36,1,148387.27,2,1
22,Male,Single,High School,36637.03,Retired,0.019,661,29236.78,Debt consolidation,36,2,32516.94,1,1
35,Male,Widowed,Bachelor's,16202.99,Student,0.126,605,19134.39,Business,36,7,21742.39,7,0
59,Female,Married,Master's,76975.77,Self-employed,0.218,698,13214.57,Education,60,8,58208.31,2,1
61,Male,Married,Bachelor's,79338.76,Self-employed,0.137,850,20617.14,Other,36,8,104861.41,2,1
57,Other,Single,Master's,38102.72,Employed,0.13,568,16590.82,Home,36,4,28897.2,3,1
27,Male,Married,High School,47442.02,Employed,0.071,567,31353.86,Medical,60,9,33782.54,3,1
40,Male,Married,Bachelor's,39279.65,Unemployed,0.33,839,789.28,Debt consolidation,36,6,38130.83,3,0
54,Female,Married,High School,34288.5,Self-employed,0.037,693,14677.46,Debt consolidation,60,3,44750.26,1,1
55,Male,Single,Master's,97227.38,Student,0.077,747,21858.55,Other,36,4,146252,2,1
54,Female,Married,Bachelor's,31185.75,Employed,0.211,713,29664.07,Debt consolidation,36,2,28989.05,1,1
73,Female,Widowed,Bachelor's,81530.49,Self-employed,0.192,519,16788.33,Debt consolidation,60,0,106986.33,4,0
42,Male,Single,High School,50836.52,Employed,0.307,682,16205.6,Vacation,36,4,72746.8,2,1
51,Female,Single,Other,17261.32,Employed,0.074,588,500,Education,36,6,31695.29,1,0
43,Male,Single,Master's,33270.55,Employed,0.092,727,22462.99,Debt consolidation,60,3,50418.19,1,1
39,Female,Married,Bachelor's,35350.63,Employed,0.22,677,17824.71,Car,60,4,47520.59,4,1
24,Female,Single,Bachelor's,26139.54,Unemployed,0.065,735,20693.51,Debt consolidation,36,8,29804.5,1,1
44,Male,Married,Bachelor's,27381.37,Employed,0.173,725,35900,Education,60,4,30892.49,0,1
40,Male,Single,Other,54059.92,Retired,0.09,772,11892.35,Debt consolidation,36,2,39019.74,4,1
59,Male,Single,Master's,60927.63,Employed,0.153,660,6283.31,Education,36,4,77785.4,4,1
48,Male,Married,Bachelor's,53098.34,Employed,0.123,665,3543.66,Debt consolidation,36,5,53871.47,2,1
74,Female,Married,Other,40141.75,Employed,0.164,696,23883.76,Home,60,6,61445.14,1,1
59,Male,Widowed,Bachelor's,28836.31,Retired,0.091,649,19814.37,Business,36,4,22131.45,2,1
37,Female,Single,Bachelor's,29132.28,Self-employed,0.323,644,8354.29,Debt consolidation,36,1,19626.76,1,0
39,Male,Single,Master's,42267.11,Employed,0.101,722,7807.59,Car,36,1,24969.06,0,1
74,Male,Single,High School,55418.17,Employed,0.089,695,18632.22,Vacation,60,2,64072.99,2,1
68,Male,Married,Other,96827.59,Employed,0.088,625,500,Debt consolidation,36,2,98478.97,4,1
55,Male,Married,High School,45957.58,Self-employed,0.241,725,22066.77,Debt consolidation,36,5,54016.53,2,1
52,Female,Married,Bachelor's,54832.05,Employed,0.227,656,500,Debt consolidation,36,4,52750.6,2,1
67,Female,Widowed,High School,14071.64,Self-employed,0.123,719,13200.68,Car,36,4,16471.47,1,1
66,Male,Married,Master's,12637.42,Employed,0.192,593,12066.31,Debt consolidation,36,5,23892.15,2,1
67,Female,Single,High School,24348.92,Self-employed,0.113,723,8087.65,Debt consolidation,36,4,20392.02,2,1
66,Female,Single,High School,50318.62,Employed,0.079,496,7452.31,Debt consolidation,60,2,29759.93,1,1
59,Female,Single,High School,26469.84,Unemployed,0.252,659,22700.88,Debt consolidation,60,7,43650.63,3,0
55,Female,Married,Bachelor's,9570.68,Employed,0.104,766,7473.48,Debt consolidation,60,5,14110.98,4,1
50,Female,Single,Bachelor's,32440.79,Employed,0.097,576,14970.91,Other,60,12,47954.65,2,1
37,Female,Married,High School,100659.07,Self-employed,0.234,699,22798.9,Education,36,8,138937.43,2,1
62,Male,Single,High School,73777.21,Employed,0.271,603,25356.76,Debt consolidation,60,3,57434.15,3,1
67,Male,Single,High School,15037.76,Employed,0.305,651,500,Business,36,6,26372.19,2,0
49,Female,Single,Bachelor's,35767.52,Unemployed,0.156,779,27437.85,Debt consolidation,36,4,31139.33,2,1
26,Female,Married,High School,28646.98,Self-employed,0.443,642,31141.6,Business,36,1,16869.33,4,1
37,Female,Single,Bachelor's,31264.74,Employed,0.06,562,12726.07,Education,36,7,23027.41,0,0
37,Female,Married,High School,47968.24,Retired,0.182,680,6690.64,Education,36,5,54932.27,2,1
34,Male,Married,PhD,31291.1,Employed,0.099,718,7576.39,Medical,36,4,22404.81,0,1
44,Female,Divorced,Bachelor's,82602.59,Self-employed,0.136,646,28629.22,Debt consolidation,36,3,63160.11,2,1
70,Female,Married,Master's,15381.38,Employed,0.084,655,500,Other,36,5,24122.28,0,0
57,Female,Married,Master's,56230.36,Employed,0.217,804,24425.34,Education,36,5,74800.6,3,1
60,Female,Married,Other,66365.06,Employed,0.099,567,8364.31,Debt consolidation,60,8,42467.91,4,1
59,Male,Single,Master's,30734.51,Employed,0.115,666,500,Other,36,3,47272.03,1,1
75,Male,Married,Bachelor's,42054.44,Employed,0.07,711,16400.22,Car,36,3,34227.9,1,1
52,Female,Single,High School,145026.29,Employed,0.214,637,9977.77,Other,60,7,84091.49,2,1
56,Male,Single,High School,37000.23,Employed,0.321,748,7441.65,Debt consolidation,60,4,58130.13,3,1
70,Male,Married,PhD,58628.33,Retired,0.092,708,14431.64,Business,36,6,81971.23,2,1
57,Male,Single,Bachelor's,65242.26,Unemployed,0.119,675,36114.53,Debt consolidation,60,6,50151.31,3,0
68,Male,Single,Master's,18898.08,Employed,0.312,701,15200.65,Home,36,3,19613.57,1,1
34,Female,Single,Bachelor's,163314.68,Student,0.279,661,8825.72,Debt consolidation,36,3,140124.28,2,0
47,Female,Married,Master's,31400.54,Retired,0.191,728,9437.04,Home,36,4,21101.42,1,1
39,Female,Single,Master's,32514.88,Self-employed,0.058,613,28325.03,Home,36,6,46303.14,3,1
51,Male,Single,High School,53448.84,Employed,0.127,739,13863.78,Debt consolidation,36,3,53894.57,1,1
66,Female,Married,Master's,39919.59,Unemployed,0.373,593,6595.07,Other,36,7,65490.94,3,0
29,Female,Single,High School,29590.86,Unemployed,0.289,807,22150.53,Debt consolidation,36,5,28491.11,5,0
58,Other,Divorced,Master's,54021.15,Employed,0.246,773,15575.36,Debt consolidation,36,6,51292.57,3,1
37,Female,Married,Other,16730.8,Self-employed,0.145,641,21923.27,Car,36,9,21511.96,1,1
39,Female,Single,Other,90076.6,Unemployed,0.041,558,22906.83,Business,60,8,87321.92,3,0
64,Male,Married,High School,45268.89,Unemployed,0.262,576,500,Debt consolidation,36,5,47617.76,3,0
24,Male,Widowed,High School,51735.18,Student,0.24,690,22935.78,Home,36,3,29615.41,3,0
68,Female,Married,Master's,29344.32,Unemployed,0.132,699,9435.7,Debt consolidation,36,5,37744.9,1,0
31,Female,Single,Master's,26231.27,Employed,0.268,725,9358.59,Car,36,4,41631.84,1,1
42,Female,Married,High School,17473.47,Unemployed,0.104,621,5532.27,Debt consolidation,36,4,16629.22,3,0
24,Male,Single,Bachelor's,57187.62,Employed,0.291,637,19400.11,Debt consolidation,36,4,42536.84,2,1
37,Female,Single,High School,13800.16,Employed,0.053,722,3159.76,Debt consolidation,36,5,25278.22,0,1
28,Male,Married,Bachelor's,41306.64,Employed,0.029,648,15091.02,Home,60,7,41077.13,3,1
66,Male,Single,Master's,26695.05,Employed,0.05,628,22135.57,Debt consolidation,36,2,38772.21,3,1
54,Male,Married,Bachelor's,41447.49,Employed,0.404,664,12892.25,Debt consolidation,36,3,34931.25,1,1
31,Female,Single,High School,20937.22,Employed,0.106,743,25152.85,Debt consolidation,60,6,34251.29,2,1
51,Male,Married,Other,76686.14,Employed,0.258,710,3618.85,Home,36,13,110593.53,4,1
31,Female,Single,Bachelor's,19761.14,Employed,0.161,749,24759.86,Debt consolidation,60,9,26161.61,0,1
74,Male,Single,Bachelor's,6488.79,Employed,0.126,709,27046.18,Education,36,4,9287.66,3,1
58,Female,Single,High School,29633.21,Employed,0.291,738,36863.13,Car,60,4,26695.19,1,1
73,Female,Single,High School,21178.33,Employed,0.185,660,14914.57,Debt consolidation,36,7,34245.88,2,1
41,Female,Single,High School,31180.35,Employed,0.094,673,14490.64,Debt consolidation,36,7,43347.15,1,1
66,Male,Single,Master's,22074.76,Retired,0.25,604,23339.09,Medical,60,5,25227.71,8,1
50,Male,Divorced,Bachelor's,41905.93,Employed,0.189,718,8887.38,Vacation,60,0,46604.93,5,1
30,Female,Married,Bachelor's,16075.76,Employed,0.227,721,20580.52,Car,60,7,29693.35,1,1
46,Male,Married,Master's,36400.17,Employed,0.252,634,24025.88,Debt consolidation,36,7,31827.1,1,0
47,Male,Married,Other,30140.34,Retired,0.194,660,500,Medical,36,4,37621.1,2,1
